age,gender,occupation,daily_screen_time_hours,phone_usage_before_sleep_minutes,sleep_duration_hours,stress_level,caffeine_intake_cups,physical_activity_minutes,notifications_received_per_day,mental_fatigue_score,Is_Poor_Sleep,Dataset_Type
42,0,0,4.570002384792508,56,5.349320669375919,8.372638296134024,0,55,191,8.165639817442932,1,TRAIN
46,1,4,9.146427375669743,66,5.502485128398498,10.0,0,85,236,9.409522090692597,1,TRAIN
36,0,2,8.695112050423024,107,7.9479627937278785,10.0,2,54,218,9.819779982188674,1,TRAIN
31,0,6,8.803129561146125,90,5.667547031702633,10.0,3,105,248,10.0,1,TRAIN
44,0,6,7.479833278917474,109,5.202938792305484,10.0,2,100,215,9.35449868728857,1,TRAIN
39,1,2,9.250487289375046,72,8.136335936110145,10.0,1,103,282,9.23298949098998,1,TRAIN
24,1,1,9.242285278777315,114,5.531950485354988,10.0,0,55,257,10.0,1,TRAIN
49,0,3,7.936633837713978,69,6.799476249242715,10.0,2,13,230,10.0,1,TRAIN
32,0,3,8.93846896104664,53,5.177863088357619,10.0,0,31,74,8.93372882803517,1,TRAIN
54,1,2,8.306109268204349,65,6.0819052701554135,10.0,1,88,243,9.715205815343905,1,TRAIN
33,1,6,7.0834540119717655,117,5.248718688626823,10.0,3,8,281,10.0,1,TRAIN
34,0,5,9.6514806982326,4,8.64856593100984,10.0,1,43,204,8.349758186182143,1,TRAIN
29,0,4,9.573646551829729,61,8.089439649364982,10.0,1,39,255,10.0,1,TRAIN
34,1,2,8.834502954215457,84,6.5778766853119235,10.0,0,116,65,10.0,1,TRAIN
43,0,5,7.510064882387317,92,5.067745939793606,10.0,0,50,205,9.87302353328274,1,TRAIN
30,1,1,9.849449206577079,78,6.935030993739829,10.0,4,66,45,9.278323002086724,1,TRAIN
26,0,3,8.575794559684358,107,8.591341864825546,10.0,0,36,205,9.847599863099497,1,TRAIN
44,0,3,9.390368684194016,101,8.832394212210486,10.0,0,38,31,9.849538027232176,1,TRAIN
39,1,3,9.647754568652877,113,4.8722889398751335,10.0,3,25,233,10.0,1,TRAIN
31,1,3,9.803194060083364,56,5.398733838488421,10.0,2,18,154,9.166727456871394,1,TRAIN
49,0,4,9.333948118569204,74,8.379340831321358,10.0,2,34,135,8.73924966308836,1,TRAIN
27,0,3,9.867463754928655,39,7.857013174031425,10.0,3,81,33,9.71447692896008,1,TRAIN
32,1,5,7.8637274478593495,113,5.709189534519563,10.0,1,107,89,9.670048731931425,1,TRAIN
52,0,5,7.194289975692149,112,4.376539785594057,9.566198163422138,2,65,122,9.542977046932497,1,TRAIN
36,0,2,9.052334852043149,90,5.121700935699649,10.0,1,36,94,9.780767293763018,1,TRAIN
35,0,2,9.19565743925532,104,7.190435769860373,10.0,2,54,178,9.2919685333012,1,TRAIN
37,0,4,9.355274850875494,95,5.282357642722939,10.0,0,88,104,10.0,1,TRAIN
22,0,1,9.228885168761636,87,5.30553638870512,10.0,2,20,175,9.627168724905253,1,TRAIN
31,1,6,7.4315811633351485,111,4.780532075874048,10.0,3,100,289,9.551967038989563,1,TRAIN
25,0,6,4.7755801261730815,116,8.349885240597542,9.76856353683371,2,61,113,10.0,1,TRAIN
41,1,4,8.875443111624255,99,6.3754999584405985,10.0,1,113,64,9.229075878873926,1,TRAIN
44,0,5,8.645416184164764,109,4.785375863271755,10.0,2,4,269,10.0,1,TRAIN
33,1,1,8.586311670673206,109,4.544572318405478,10.0,0,118,140,9.881006775449418,1,TRAIN
49,1,6,7.6601694259984985,111,5.5050595964408355,10.0,4,104,50,10.0,1,TRAIN
22,0,6,7.979749619846066,104,6.68212319197203,9.558667998736624,1,114,276,9.588487728551717,1,TRAIN
50,0,1,8.074594416442153,83,7.563914160795671,10.0,2,112,287,9.2816587958454,1,TRAIN
41,1,3,9.905698397142297,4,7.925587177138372,10.0,1,46,224,9.741073648365624,1,TRAIN
22,0,4,6.657844025335326,116,5.79521307170014,9.716045140106356,2,90,148,8.34485430250813,1,TRAIN
56,1,2,9.811444524026198,98,6.219187440714971,10.0,1,38,292,9.445207895366158,1,TRAIN
30,0,5,9.924641912424644,5,6.785056183484324,10.0,3,53,220,9.989944909603791,1,TRAIN
42,0,1,9.150959306429515,103,7.458971807769417,9.968457711654125,3,3,155,9.547909172638299,1,TRAIN
33,0,1,9.616080996536901,115,5.765169671921045,10.0,4,97,135,10.0,1,TRAIN
41,0,0,7.263291877876121,95,5.189389136064225,9.930118779098622,2,56,57,9.99882917745643,1,TRAIN
31,0,3,8.180182081327715,115,8.241887703779673,10.0,1,59,156,9.762631266209024,1,TRAIN
40,1,2,9.343980851761268,73,8.42471957739733,10.0,1,104,283,9.287510201467441,1,TRAIN
47,0,2,8.595188451682525,116,7.444506483778142,10.0,4,69,69,10.0,1,TRAIN
36,0,2,9.069824847388755,116,5.187281059235943,10.0,3,86,168,9.955933517570468,1,TRAIN
40,0,0,8.719720040481558,111,7.22952967546057,10.0,2,71,85,9.609749905314043,1,TRAIN
33,0,6,9.208894409167101,114,5.395342927716365,10.0,2,29,54,9.902671463858184,1,TRAIN
55,0,0,6.630217014467184,106,6.293358402560339,10.0,2,105,269,9.592995277019055,1,TRAIN
44,1,3,9.421702086434566,46,7.20863269220191,10.0,1,108,252,8.824782771358539,1,TRAIN
29,0,5,7.311765087172535,85,6.315307730560374,9.461868952575793,1,109,104,8.174170573551352,1,TRAIN
43,0,4,8.942970802220804,102,6.030335034143376,10.0,3,92,110,9.897133941221442,1,TRAIN
28,0,4,8.067714918653053,88,4.853919270851854,10.0,0,76,227,8.664297623308213,1,TRAIN
24,0,1,9.658278665286444,20,6.4025481948199925,10.0,3,32,130,8.607292833150378,1,TRAIN
40,0,4,9.279019489128531,88,5.6729217407636305,10.0,1,59,185,10.0,1,TRAIN
48,1,1,9.329076978085807,104,4.320863547039044,10.0,2,45,148,9.76988676546734,1,TRAIN
54,0,6,7.526357697114743,72,7.678025004288643,10.0,1,70,59,9.864772115879457,1,TRAIN
49,1,4,8.405262070156203,82,6.442362235978768,10.0,2,87,79,10.0,1,TRAIN
29,1,2,9.25518737069662,47,6.278366142677373,10.0,2,16,20,9.915758968154096,1,TRAIN
40,0,0,8.873571964912172,107,5.631371719309849,10.0,1,81,169,10.0,1,TRAIN
44,0,3,7.944416304791528,109,5.894592281194285,10.0,2,6,271,9.697437766455478,1,TRAIN
31,0,3,9.295877248813735,117,7.9118297219064315,10.0,2,58,156,9.907721075272473,1,TRAIN
48,1,4,9.318639869399934,16,6.196386225148671,10.0,3,112,90,9.47410610073305,1,TRAIN
42,0,4,8.800333150961096,114,5.547012583684379,10.0,1,87,170,9.636002188466849,1,TRAIN
22,1,5,8.860850932080348,79,8.028198860429926,10.0,0,34,21,9.998340682443319,1,TRAIN
35,0,1,7.863129369877312,35,8.370811472913331,10.0,0,64,52,10.0,1,TRAIN
35,0,3,9.233737909356543,35,6.453479096126825,10.0,0,8,235,10.0,1,TRAIN
32,1,3,9.831986592094971,43,6.457516759881286,10.0,1,29,219,9.999440979295514,1,TRAIN
53,0,1,7.24034256622532,111,8.26023738324963,10.0,3,20,163,8.920159217572188,1,TRAIN
21,1,2,8.11308783166066,61,6.335818355329392,10.0,2,59,22,9.469578721874731,1,TRAIN
29,0,5,8.46933169019322,65,7.602801674631239,10.0,0,81,155,9.705372611240403,1,TRAIN
36,0,2,7.145392346285436,84,7.8305007946671,10.0,1,59,148,10.0,1,TRAIN
21,0,0,9.55043060721286,26,6.278623236213504,10.0,3,24,137,9.695507055145983,1,TRAIN
42,0,2,9.004751230184674,106,6.456661199212425,10.0,0,23,234,8.96276471659836,1,TRAIN
42,0,2,9.265294798581113,108,5.863995006744194,10.0,3,49,28,9.244957972322753,1,TRAIN
51,0,4,9.597510921421819,52,8.4732096410191,10.0,2,102,93,10.0,1,TRAIN
24,1,4,9.100489111470853,110,6.338969877772998,10.0,2,104,113,8.494381656354177,1,TRAIN
38,0,3,8.465857887222114,90,8.633925774693536,10.0,4,92,289,8.43811450687722,1,TRAIN
33,1,6,7.997095404953378,99,5.8523518537287185,10.0,3,48,44,10.0,1,TRAIN
26,1,1,7.414513848332231,72,7.020550399115524,10.0,0,89,197,9.856981724608353,1,TRAIN
29,1,5,7.034849419765604,113,8.018775416972993,10.0,1,3,174,10.0,1,TRAIN
32,1,0,9.593241356542482,27,8.039954351007317,10.0,0,79,65,9.044006713904988,1,TRAIN
36,0,0,8.950379574067442,105,7.66024420640199,10.0,4,21,58,9.706368494733221,1,TRAIN
27,1,4,9.986365457430452,10,8.570923659443608,10.0,3,47,226,9.988836762107814,1,TRAIN
40,1,0,9.71174145327659,108,4.774586422968643,10.0,3,59,110,10.0,1,TRAIN
45,0,5,8.35205297187577,105,8.164269052028924,10.0,1,40,74,9.942923791884306,1,TRAIN
22,1,0,9.640345045117662,65,7.3865020032425495,10.0,1,97,34,10.0,1,TRAIN
36,0,0,9.73691743045398,66,7.48735619803996,10.0,3,58,270,10.0,1,TRAIN
47,0,3,8.878855849017171,34,6.614813449339999,10.0,2,105,98,9.121144150982829,1,TRAIN
45,0,5,9.11428028988211,107,4.290404338606174,10.0,0,83,130,10.0,1,TRAIN
39,0,0,8.334553119753505,19,6.840331763513449,10.0,2,14,73,10.0,1,TRAIN
50,1,1,9.515990790756602,100,7.6119425052553265,10.0,1,74,168,9.873904548639592,1,TRAIN
36,1,2,7.625929286332767,81,7.22524632309232,9.878912229216054,0,4,286,9.77722201394604,1,TRAIN
19,0,6,9.409665562513332,94,8.602141445822966,10.0,3,98,171,9.87810930961607,1,TRAIN
42,0,4,9.175336171128363,98,7.024252685272703,10.0,3,87,109,10.0,1,TRAIN
29,0,6,8.262101019797276,100,5.916289350127456,9.600417900420833,3,4,161,8.770516616679489,1,TRAIN
46,1,4,8.101644578203254,99,7.89723892365272,10.0,0,30,100,9.795795472201373,1,TRAIN
44,0,1,9.567174134370582,111,8.81587067185291,10.0,0,18,293,9.744285897807565,1,TRAIN
28,0,4,8.941044812868194,87,7.251886973993479,10.0,2,18,174,8.773302870829639,1,TRAIN
27,0,1,8.233522841304497,66,8.940292025874006,10.0,2,95,99,9.883522841304497,1,TRAIN
23,0,3,7.999490069972932,90,7.642256814387302,10.0,1,19,165,9.377348958691563,1,TRAIN
25,1,2,9.910282383537616,58,8.557378756217245,10.0,2,84,74,9.71414973765427,1,TRAIN
38,0,5,9.290380863711677,46,4.625239203604034,10.0,4,76,156,8.6293869153897,1,TRAIN
24,0,6,4.4141937316529125,116,8.555651107487257,9.750349477637743,2,59,113,10.0,1,TRAIN
47,1,6,9.068958448174747,79,7.534394768454467,10.0,1,20,231,10.0,1,TRAIN
28,1,2,9.084627018186637,113,5.006225099476011,10.0,4,94,60,10.0,1,TRAIN
51,0,3,8.679004273748316,100,6.099899888776113,10.0,3,16,160,10.0,1,TRAIN
37,0,6,8.241048684808309,21,5.487692245380668,10.0,3,38,36,7.9901920428678395,1,TRAIN
20,0,0,6.964520678810976,26,5.426471106776251,10.0,2,50,142,9.573909671126817,1,TRAIN
55,0,3,7.917814241947154,70,6.552944704718377,10.0,3,7,103,9.874558728512445,1,TRAIN
39,1,0,9.320046334885877,108,4.9028768101767515,10.0,3,58,110,10.0,1,TRAIN
53,0,4,8.149338175349387,82,6.12737692693844,10.0,2,66,189,9.677780469504544,1,TRAIN
49,0,0,9.939242061738705,85,4.6157108318427795,10.0,0,25,233,10.0,1,TRAIN
51,0,0,8.66261711063848,63,7.339379463964305,10.0,0,81,215,9.992880962575587,1,TRAIN
26,0,5,8.386926662517707,90,7.549843618081802,10.0,1,95,169,9.399254680138348,1,TRAIN
20,0,2,8.590059543861976,24,5.5466970000663025,10.0,1,102,76,9.380738343888497,1,TRAIN
46,1,3,8.21650087510231,89,8.397383385217465,9.368612045590258,2,60,224,8.062605191801838,1,TRAIN
55,1,5,7.578430589907726,118,4.494716357103437,10.0,1,10,129,9.288093839532472,1,TRAIN
20,0,7,9.395677863163844,92,7.112098959866266,10.0,1,104,177,10.0,1,TRAIN
37,0,6,8.533213928201219,31,6.61309058800557,10.0,2,96,243,9.654935968864056,1,TRAIN
33,0,4,9.036347585648775,75,4.629939614031468,9.987887026384215,2,100,135,10.0,1,TRAIN
34,1,0,8.251914973773795,117,7.547520431055287,10.0,1,38,235,9.099863537782882,1,TRAIN
47,0,1,7.960208650232791,33,7.666287379863653,10.0,2,106,130,10.0,1,TRAIN
36,1,0,8.13084346842605,114,4.580671314530668,10.0,0,94,139,9.864214601390644,1,TRAIN
54,0,5,9.966440049265838,89,6.156996305062264,10.0,0,26,234,10.0,1,TRAIN
32,1,0,7.826751171364669,100,6.610959362920521,9.661911065184755,3,76,168,9.716835260371347,1,TRAIN
39,0,1,9.125680012604912,84,6.800372845943398,10.0,3,55,187,9.229867065822217,1,TRAIN
46,1,1,8.315939826470515,27,7.343889936704086,10.0,2,96,138,10.0,1,TRAIN
38,0,5,8.555689063827309,91,7.034607646826103,10.0,1,83,198,9.672099072322089,1,TRAIN
48,0,6,8.020438049432235,80,7.214698288966282,10.0,3,105,35,10.0,1,TRAIN
38,0,4,8.229959169785431,92,7.515873426334837,10.0,0,47,204,9.30745802751194,1,TRAIN
28,1,2,9.492174529424611,81,6.629608486016054,10.0,3,58,36,8.916363210560796,1,TRAIN
45,0,1,8.32230385022506,97,4.319361539057326,10.0,3,97,192,10.0,1,TRAIN
21,0,1,6.580326777333926,107,4.987305505784878,9.770780319455541,2,31,81,9.637278747270308,1,TRAIN
52,0,1,9.233601355318054,104,4.776850931781161,10.0,2,45,149,10.0,1,TRAIN
33,0,2,8.013195472882362,86,7.464661168392448,10.0,3,111,214,9.85265055281362,1,TRAIN
34,0,6,8.948551134841026,41,5.245670702971237,10.0,1,91,160,10.0,1,TRAIN
30,0,5,9.203926241931809,110,5.043757374218316,10.0,0,48,30,9.751920030949014,1,TRAIN
29,0,7,8.307436728991972,111,7.205698598092365,10.0,1,82,70,9.990656417420345,1,TRAIN
58,1,0,8.227651097984223,102,5.024357341905601,10.0,2,66,180,9.951540423905513,1,TRAIN
31,1,3,9.72188184169168,55,5.873916606657477,10.0,2,21,151,8.584726332332822,1,TRAIN
35,0,2,9.065115195407808,55,7.842949481794777,10.0,2,65,167,10.0,1,TRAIN
53,0,4,9.505658097840893,110,7.040638756013736,10.0,3,74,209,9.47877794080269,1,TRAIN
31,0,2,7.774636142346377,102,6.638013257160539,9.529163853626434,2,109,276,9.492790359893132,1,TRAIN
29,0,6,8.290865298154614,87,4.339988941696463,10.0,2,105,241,10.0,1,TRAIN
32,0,6,9.292655561027098,44,5.774309161683412,10.0,0,47,109,8.934750123109714,1,TRAIN
36,0,3,9.312781892482269,73,5.96181714471503,10.0,2,33,235,9.754367825023783,1,TRAIN
53,0,4,9.200491768301397,114,6.781265234408497,10.0,1,3,107,9.988842206556512,1,TRAIN
34,0,4,9.321570431163472,49,5.0048547280799855,10.0,3,73,160,9.988238322717104,1,TRAIN
30,0,3,9.792296303604939,73,8.596147220303704,10.0,1,73,171,9.38737591916543,1,TRAIN
27,0,3,8.635641238781853,82,5.621279464833346,10.0,0,48,147,9.952543866014903,1,TRAIN
36,0,1,9.29509038381366,108,8.73424170748858,10.0,2,53,221,10.0,1,TRAIN
27,0,2,8.734818904268831,67,5.324329554210799,10.0,2,83,152,9.898114655091865,1,TRAIN
20,0,0,6.356704161792931,94,4.801956928122238,9.882738868543447,0,69,52,8.770017145668337,1,TRAIN
43,1,2,9.313177693485791,112,6.982309849734593,10.0,2,63,111,9.927749546283437,1,TRAIN
48,1,3,8.393923333545144,56,5.880140251280962,10.0,3,54,196,8.7796680825819,1,TRAIN
25,0,5,9.368229915791128,112,7.308044506703792,10.0,1,94,204,9.941142154069317,1,TRAIN
36,0,1,9.807245927642537,30,5.137688121540681,10.0,3,43,215,9.789557806101856,1,TRAIN
35,1,5,8.995904243485658,102,4.639029572487624,10.0,1,84,285,9.988359428853972,1,TRAIN
31,0,3,9.357883199938428,101,7.800543467070309,10.0,2,71,197,9.633799733637776,1,TRAIN
57,0,5,9.732879705017101,78,8.470022521563427,10.0,1,85,59,9.9919022549981,1,TRAIN
36,0,3,7.484783754210928,113,7.826535513210178,9.968516691424172,1,105,210,9.680383160030795,1,TRAIN
33,0,1,8.378907697040939,101,5.562605131360626,10.0,1,111,275,9.907878207100392,1,TRAIN
51,1,2,7.335366436279797,86,5.750774577564766,10.0,1,76,149,9.977847864820726,1,TRAIN
28,0,0,8.641961539967573,113,5.884207502950552,9.90790759747852,3,101,60,9.696343970064305,1,TRAIN
25,0,5,9.294180870523638,73,6.6894514317205225,10.0,0,116,116,9.936673092798026,1,TRAIN
37,0,3,7.1388853226155415,77,5.358973620638658,10.0,2,0,41,10.0,1,TRAIN
29,1,2,8.900172625478243,110,6.89693487063338,10.0,2,2,153,9.705086312739121,1,TRAIN
51,0,2,8.054051737920911,35,7.976220727144878,10.0,1,107,125,10.0,1,TRAIN
23,0,0,9.252337897291445,96,5.949500271818919,10.0,2,97,156,8.045455093680037,1,TRAIN
35,0,1,8.3176920938951,100,6.031942234760146,10.0,2,109,272,9.754681539900567,1,TRAIN
40,1,0,8.11223715543122,88,6.015621268980751,10.0,1,32,272,10.0,1,TRAIN
55,0,1,7.748010883354011,117,4.136377085030749,10.0,1,5,133,8.856282604755997,1,TRAIN
27,0,1,8.914097352012176,71,6.419347991739944,10.0,0,70,177,9.643555081383157,1,TRAIN
33,1,0,8.305483357698773,99,6.385787341118709,10.0,2,74,168,9.97766471164941,1,TRAIN
25,0,5,8.400692714301131,90,6.942178809498115,10.0,0,48,257,9.989084520817595,1,TRAIN
48,0,4,8.851411180702438,95,7.784431627592859,10.0,2,86,270,8.900637513330734,1,TRAIN
57,0,2,8.633293768222558,11,5.853610234022156,10.0,2,104,56,8.767385837010071,1,TRAIN
21,1,0,8.828319105342937,95,4.3934634943271735,10.0,3,34,98,9.618998366292931,1,TRAIN
20,0,0,9.66433408059281,92,6.340337996973891,10.0,3,98,153,8.763876890659155,1,TRAIN
56,0,4,8.58960796226838,86,4.926596123526057,10.0,3,6,125,9.123464012577207,1,TRAIN
39,0,5,7.917274328203214,50,6.332565273233002,10.0,2,58,45,10.0,1,TRAIN
49,0,0,8.809335421511868,112,7.2952545910111155,10.0,3,74,209,10.0,1,TRAIN
26,1,5,9.323605095727709,7,4.920483228269228,10.0,3,76,56,8.8069947628868,1,TRAIN
24,1,2,9.314726011023033,105,5.8340870664931375,10.0,2,4,156,9.992317522223537,1,TRAIN
21,1,2,9.300423534472394,94,8.077105038258129,10.0,0,64,272,9.137406248397562,1,TRAIN
44,1,1,7.192928549274753,108,6.819684471708172,10.0,1,9,273,9.446026242332076,1,TRAIN
58,0,3,9.734449661885382,14,5.2112576736793965,10.0,3,116,173,9.915870837915286,1,TRAIN
49,1,4,8.248643445416096,71,5.926473169751337,10.0,1,30,215,10.0,1,TRAIN
49,0,3,7.379369269243137,88,8.165873853848627,9.243537093644573,0,62,220,7.68510975273189,1,TRAIN
25,0,6,9.631401071093158,109,8.32185169099049,10.0,3,101,113,8.995862401922075,1,TRAIN
52,0,5,8.764402556285543,80,5.731384605614759,10.0,4,12,123,8.916797656738254,1,TRAIN
45,0,1,8.28391761946912,86,7.478924854783451,9.995833812285872,2,102,157,7.9884219708629685,1,TRAIN
19,0,0,9.027599281575604,97,6.910440958920359,9.988237220050006,3,7,241,9.903981833513956,1,TRAIN
33,0,1,7.545977264883159,86,6.6634749546294705,10.0,3,109,42,9.960935346315264,1,TRAIN
41,0,2,8.847047593550228,72,6.571984788946869,10.0,2,112,285,10.0,1,TRAIN
40,0,5,9.477882144105942,29,8.67785680690399,10.0,2,53,26,9.201490570620841,1,TRAIN
57,0,2,7.970332165098797,76,6.321311843803298,10.0,1,17,247,10.0,1,TRAIN
52,1,1,9.257244735307054,96,7.326838581955474,10.0,1,118,200,9.758897894122823,1,TRAIN
50,0,5,9.243341843536372,57,6.167090674518343,9.982200510612182,0,86,28,10.0,1,TRAIN
47,1,3,8.966073501770367,87,6.728998734922053,10.0,2,70,57,9.60694731801003,1,TRAIN
20,0,5,9.537591674218534,78,6.9777932223174455,10.0,1,98,268,9.604747270050725,1,TRAIN
49,0,5,9.348166577897956,107,8.490225157100252,9.964887421449875,0,110,131,9.739453189899391,1,TRAIN
25,0,4,9.735771392269251,37,7.6213506905316,10.0,1,50,103,9.658674392727033,1,TRAIN
19,0,2,7.298679104466682,85,6.34990925956109,9.459179896603729,1,15,225,8.853908571671873,1,TRAIN
26,0,5,7.994628168442378,111,8.631947376877388,10.0,0,35,205,9.92627304269994,1,TRAIN
38,0,3,9.740547591835712,26,8.58323003541942,10.0,4,45,255,9.836961009275322,1,TRAIN
51,0,4,7.961984199373059,112,6.195641869156343,10.0,0,109,290,9.374046080986826,1,TRAIN
34,1,0,8.907575196244677,107,8.198511853133535,10.0,3,22,58,9.996488299416386,1,TRAIN
48,1,1,9.303732010943298,104,4.331623202901429,10.0,2,44,148,9.782320145574985,1,TRAIN
23,1,2,9.874423557175302,60,8.358033014057074,10.0,2,81,78,9.878511896582678,1,TRAIN
36,0,4,9.124895751340933,75,4.870850088893648,10.0,2,36,266,9.741275752556668,1,TRAIN
50,1,1,8.971652318227145,106,4.472600430941306,10.0,2,42,151,9.945227164643287,1,TRAIN
29,1,5,9.636746797429266,95,8.09034879803856,10.0,3,108,128,9.308138620899758,1,TRAIN
41,1,2,8.72783157755469,76,7.900665838688425,10.0,0,61,201,9.555908359023897,1,TRAIN
23,0,0,7.577648260554366,24,6.579619502230802,10.0,3,48,150,9.317970220205225,1,TRAIN
21,0,2,8.589182345308679,9,6.499415979599295,9.955600257706465,3,94,105,10.0,1,TRAIN
40,0,6,9.826612004242351,33,7.863299477213146,10.0,3,52,39,9.71074305255231,1,TRAIN
38,0,2,9.491826506883712,23,5.9273179037954336,10.0,0,12,284,9.98791882191628,1,TRAIN
55,0,3,8.423038188994978,67,7.817262929255096,10.0,3,11,289,9.535802266234105,1,TRAIN
23,1,5,9.522498578690168,64,7.296672983599251,10.0,0,64,250,9.731668245899812,1,TRAIN
57,0,6,8.774534971022103,85,5.613324978047243,10.0,2,113,262,9.992604662802947,1,TRAIN
25,0,3,8.259486869226402,100,4.952345331028346,10.0,1,65,190,9.258697274060435,1,TRAIN
24,1,2,9.374251464707296,114,8.352661049092445,10.0,3,74,124,9.682957540665944,1,TRAIN
26,0,1,8.928755566124906,113,7.105635750260849,10.0,1,66,202,9.878122871775771,1,TRAIN
41,1,1,9.053131070377235,100,6.210572124698877,10.0,0,77,170,9.930235782713433,1,TRAIN
45,0,2,8.433977710758233,28,7.101512259073066,10.0,2,21,79,10.0,1,TRAIN
22,0,0,9.20710836622211,106,5.4899910824574185,10.0,2,102,250,10.0,1,TRAIN
21,0,5,9.015539907271686,66,4.691580587279322,10.0,3,88,148,9.006830973647297,1,TRAIN
36,0,3,8.87256560832103,109,6.026822268810767,10.0,2,47,172,9.24438771103574,1,TRAIN
43,0,3,9.792752931015459,55,6.538751317841338,10.0,3,104,295,10.0,1,TRAIN
29,0,4,9.147156072247894,100,7.708124699241513,10.0,2,68,195,9.818104048165262,1,TRAIN
30,0,0,8.601339835471327,117,6.790732209593663,10.0,2,58,222,10.0,1,TRAIN
49,1,0,8.012810778094602,114,4.842315305297088,10.0,0,54,181,9.849434948918905,1,TRAIN
18,1,4,9.08766166063544,62,5.0053912682111035,10.0,2,14,154,10.0,1,TRAIN
34,0,3,9.056882725017694,111,6.6662832748453145,10.0,3,27,56,10.0,1,TRAIN
40,1,4,9.484818026588869,79,5.331060404837422,10.0,4,78,122,9.748424161934969,1,TRAIN
47,0,1,8.700723990670355,116,4.891644021769171,10.0,1,45,156,10.0,1,TRAIN
48,1,3,8.956183810062996,64,5.92801399886771,10.0,0,88,242,9.710628880157083,1,TRAIN
22,0,5,9.745504141200009,79,8.397375386185969,10.0,0,108,110,9.628456731091237,1,TRAIN
42,1,1,9.136797984549515,43,5.936450563090292,10.0,1,27,65,9.937116715880588,1,TRAIN
30,0,4,6.334072548638909,95,6.742879875300228,9.71311610448359,1,72,194,8.660914272818259,1,TRAIN
38,1,3,9.867973185750369,82,6.221324966954338,10.0,1,83,262,9.800670356240794,1,TRAIN
40,0,4,8.894111168801247,58,7.642282925065028,10.0,3,25,96,9.941141462532514,1,TRAIN
41,0,1,9.155587471299327,110,5.131624470565788,10.0,2,49,29,9.61262577186171,1,TRAIN
47,0,4,8.86376114982339,91,6.711277371638133,10.0,1,22,85,8.332980533822308,1,TRAIN
38,0,3,7.609039838413764,113,7.239973703958553,9.975825872847869,2,105,209,9.629218890064921,1,TRAIN
27,1,3,8.24870933758634,107,4.758109082433996,10.0,0,81,58,9.48564533120683,1,TRAIN
48,1,1,9.299992991123178,101,5.0988367116947675,10.0,2,17,180,9.501107217290654,1,TRAIN
34,0,2,8.671385294618219,57,8.697278109368064,10.0,2,59,168,9.791103365834125,1,TRAIN
30,1,4,8.930898190196249,51,5.155420889321074,10.0,3,73,298,9.962915822135786,1,TRAIN
46,0,2,9.002994111297555,90,5.912502103108016,10.0,1,54,185,9.810992428811142,1,TRAIN
52,0,4,9.851810291144885,32,7.592279768783292,10.0,1,28,102,10.0,1,TRAIN
36,1,0,8.532011455393892,100,6.178994272303053,10.0,1,76,168,10.0,1,TRAIN
39,1,5,8.649052115554683,96,5.049291127072325,10.0,2,78,280,10.0,1,TRAIN
26,1,6,9.32124220140054,17,5.073530320440673,10.0,2,26,44,9.031824045348623,1,TRAIN
41,0,2,8.457594951567263,71,8.478525618125092,10.0,2,67,181,10.0,1,TRAIN
41,1,2,9.69596511191852,94,7.0525680653644365,10.0,0,73,174,9.652405821773446,1,TRAIN
36,0,4,8.693010148918255,86,6.662366687264658,10.0,3,107,102,8.853664422593843,1,TRAIN
52,0,2,9.034635155065597,100,7.602771106606929,10.0,1,13,168,9.929311205726933,1,TRAIN
26,0,3,8.813636203169837,79,4.9944614012969755,10.0,0,77,25,10.0,1,TRAIN
22,1,0,7.238592780029096,107,7.60947909887857,10.0,4,46,237,9.812202706506994,1,TRAIN
50,0,5,8.540317797993659,61,8.324470909471511,9.939784016276544,0,53,252,9.654205505015854,1,TRAIN
45,1,2,8.215706075346807,101,6.548105089976855,10.0,2,41,72,9.225735632040452,1,TRAIN
36,0,6,9.969913062091457,93,5.879913062091458,10.0,0,72,277,9.981412087308513,1,TRAIN
29,0,0,9.056698646888476,86,7.6664357211249365,9.98267489501721,2,105,97,9.83829902016062,1,TRAIN
50,1,5,9.47856354285974,55,7.661402857151328,10.0,2,64,200,9.621429257142632,1,TRAIN
28,0,4,8.598670187969093,102,6.812191950188559,10.0,3,42,250,10.0,1,TRAIN
31,0,6,9.324085927475695,40,6.156830266593865,10.0,1,49,109,8.74756721654457,1,TRAIN
34,0,4,7.48567541398408,57,5.915069724836757,10.0,0,100,225,9.527021710461847,1,TRAIN
22,0,1,9.492828824372266,93,7.876214299168738,10.0,2,53,287,9.453014374513668,1,TRAIN
32,1,3,7.875112222027702,96,7.301007987128829,10.0,0,56,124,9.177490815757732,1,TRAIN
24,0,6,9.141419166138913,70,4.715291391879496,10.0,3,4,150,10.0,1,TRAIN
38,1,2,8.848270294876706,117,4.900664898083552,10.0,0,19,84,10.0,1,TRAIN
44,1,3,8.442744556624985,87,6.400605813635153,10.0,2,22,223,10.0,1,TRAIN
21,1,1,9.515294521139106,96,8.820195204198603,10.0,0,62,271,9.273774829235126,1,TRAIN
51,1,3,7.115355345530831,98,8.199388692187652,10.0,1,3,56,9.08801800997977,1,TRAIN
46,0,3,6.1906495175007255,117,5.427438437813971,9.343671452325472,2,62,115,9.963669530861427,1,TRAIN
49,0,1,9.700198774490882,87,5.060165333989837,9.893337048944561,0,23,234,10.0,1,TRAIN
